ticket_id,region,state,site,subject,description,space,equipment,type,created_on,channel,issue_type,problem_category,problem_subcategory,ticket_state,priority,closed_time,maintenance_team,maintenance_type,ticket_action_type,block,sla_status,sla_end_date
BLRJIGTE-2309286,South,Texas,Austin South,Air Condition*,"Feeling too warm, Kindly switch on the AC at  Tower-4 / Floor-9 (T4) / Wing-A (T4) / ODC 1/W50",ODC 1,,Asset,2023-10-09,Phone,Complaint,Air Condition*,Too Warm*,Closed,High,2023-10-09,Jigini-HVAC Team,bm,Proactive,W-A (T4),Within SLA,2023-10-10
HCLCESTE-2304564,South,Texas,Austin Downtown,UPS room need to be clean,UPS room need to be clean,FF UPS Room,,Asset,2023-10-11,Mobile_App,Request,Cleaning *,Special Clean*,Closed,High,2023-10-11,Cessna - Soft Service Team,bm,Proactive,B9,Within SLA,2023-10-12
CHETA3TE-2309121,South,Florida,Miami Downtown,All area steel polish weekand deep cleaning activities,All area steel polish weekand deep cleaning activities,BLK2,,Asset,2023-10-15,Mobile_App,Request,Cleaning *,Special Clean*,Closed,High,2023-10-15,ETA3 Soft Service Team,bm,Proactive,BLK2,Within SLA,2023-10-16
HYDHTCTE-2306507,West,Arizona,Phoenix Midtown,L7 odc 701 door entry 1 Light not working,L7 odc 701 door entry 1 Light not working,F#7 ODC-1,,Asset,2023-10-15,Mobile_App,Request,Electrical*,Lights Not Working / Flickering*,Closed,Normal,2023-10-15,HITech-Electrical Team,bm,Proactive,H01B,Within SLA,2023-10-16
BLRGRTTE-2304061,South,Texas,Austin North,Pantry ceiling tail need to be fix properly,Pantry ceiling tail need to be fix properly,GF,,Asset,2023-10-18,Mobile_App,Request,CARPENTRY*,Ceiling Tiles Missing / Broken*,Closed,Normal,2023-10-18,BLR_GRTP - Soft Service Team,bm,Proactive,VB,Within SLA,2023-10-19
MDUELCTE-2306875,West,California,San Francisco Downtown,Praveen Balaji M,Lights Not Working  at  Tower3 / Floor4(T3) / ODC 6/W30,ODC 6,,Asset,2023-10-13,Email,Complaint,Electrical*,Lights Not Working / Flickering*,Closed,Normal,2023-10-20,MDU-Electrical Team,bm,Proactive,Tower3,Within SLA,2023-10-14
CHETA1TE-2304988,South,Florida,Miami Beach,ODC 502-A meeting room Vertical blinds need to be fixed properly,ODC 502-A meeting room Vertical blinds need to be fixed properly,ODC 502-A,,Asset,2023-10-18,Mobile_App,Request,CARPENTRY*,Table/Chairs/Desk/ Needs Repairs*,Closed,Normal,2023-10-18,ETA1 M&E Team,bm,Proactive,F5 LW,Within SLA,2023-10-19
CHNCAMTE-2314187,South,Florida,Miami Central,check the washbasin - 1 water flow,check the washbasin - 1 water flow,LRR 1,,Asset,2023-10-13,Web,Request,Plumbing*,Water Taps Not Working*,Closed,Normal,2023-10-13,T7 - M&E Team,bm,Proactive,RW,Within SLA,2023-10-14
CHETA3TE-2309055,South,Florida,Miami Downtown,Lgf podium floor scrubbing need to be clean,Lgf podium floor scrubbing need to be clean,EW,,Asset,2023-10-14,Mobile_App,Request,Cleaning *,Special Clean*,Closed,High,2023-10-14,ETA3 Soft Service Team,bm,Proactive,EW,Within SLA,2023-10-15
BLRJIGTE-2309287,South,Texas,Austin South,Lock and key *,"Need pedestal key, kindly provide in Tower-3 / Floor-5 (T3) / Wing-A (T3) / ODC 1A / W-02",ODC 1A,,Asset,2023-10-09,Email,Request,Lock and key *,Pedestal*,Closed,Standard,2023-10-09,Jigini-Soft Service Team,bm,Proactive,W-A (T3),Within SLA,2023-10-10
AN43TE-2305392,West,Arizona,Phoenix Camelback East,Need to be weekly dusting cleaning in VRF ODU -02 panel.,Need to be weekly dusting cleaning in VRF ODU -02 panel.,FT,,Asset,2023-10-14,Web,Request,Others*,Internal Team Co-Ordination,Closed,Normal,2023-10-14,ElectroMechanical Team,bm,Proactive,NSLTZ,Within SLA,2023-10-14
BLRHUBTE-2303137,South,Texas,Dallas West End,Ladies rest room front down light not working.,Ladies rest room front down light not working.,Ladies rest room,,Asset,2023-10-15,Mobile_App,Request,Electrical*,Lights Not Working / Flickering*,Closed,Normal,2023-10-15,Hubli-Electrical Team,bm,Proactive,Building 2 Block B,Within SLA,2023-10-16
VIJSEZTE-2306111,South,Tennessee,Nashville Green Hills,3rd floor odc-3 w/s-33 cable raseway loose,3rd floor odc-3 w/s-33 cable raseway loose,F3,,Asset,2023-10-15,Mobile_App,Request,Electrical*,Outlet Covers*,Closed,Critical,2023-10-15,VIJ_SEZ-Electrical Team,bm,Proactive,MEDHA TOWER,Within SLA,2023-10-15
VIJSEZTE-2306114,South,Tennessee,Nashville Green Hills,3rd floor odc-1 w/s-89 Table alinement loose,3rd floor odc-1 w/s-89 Table alinement loose,F3,,Asset,2023-10-15,Mobile_App,Request,CARPENTRY*,Table/Chairs/Desk/ Needs Repairs*,Closed,Normal,2023-10-15,VIJ_SEZ-Electrical Team,bm,Proactive,MEDHA TOWER,Within SLA,2023-10-16
CHNOZOTE-2305558,South,Florida,Miami South,Gents Nap room need to week end deep cleaning,Gents Nap room need to week end deep cleaning,5F,,Asset,2023-10-15,Mobile_App,Request,Cleaning *,Special Clean*,Closed,High,2023-10-15,Ozone Soft Service Team,bm,Proactive,OZ,Within SLA,2023-10-16
HYDHTCTE-2306498,West,Arizona,Phoenix Midtown,P2 bms room 1 at one cealing tile broken please check and Replace,P2 bms room 1 at one cealing tile broken please check and Replace,BMSR 1,,Asset,2023-10-13,Mobile_App,Request,Fixtures & Fittings *,Ceiling Tiles Missing / Broken*,Closed,Normal,2023-10-14,HITech-Electrical Team,bm,Proactive,H01B,Within SLA,2023-10-14
CHNCAMTE-2306896,South,Florida,Miami Central,SNAG,T3 /CW / UR NO -4 URINAL SENSOR NOT WORKING,GRR,,Asset,2023-05-12,Web,Request,Plumbing*,Urinal Sensor*,Closed,Normal,2023-09-19,HCL CHN - M&E Team,bm,Proactive,CW,Within SLA,2023-09-20
PUNAMBTE2306336,West,Arizona,Phoenix North,4th floor board room light flickering,4th floor board room light flickering,Board Room,,Asset,2023-10-13,Mobile_App,Request,Electrical*,Lights Not Working / Flickering*,Closed,Normal,2023-10-13,? HCL PUN_AMB FORT Electrical Team,bm,Proactive,Amber Fort,Within SLA,2023-10-14
CHNCAMTE-2314196,South,Florida,Miami Central,Air Condition*,"Feeling too cold , Kindly Reduce the AC at TOWER 4 / Third Floor / Left Wing / 302C /W-35",ODC,,Asset,2023-10-13,Phone,Complaint,Air Condition*,Too Cool*,Closed,High,2023-10-13,HCL CHN - M&E Team,bm,Proactive,LW,Within SLA,2023-10-14
CHETA3TE-2308870,South,Florida,Miami Downtown,Ceiling broken,Ceiling broken,GRR,,Asset,2023-10-11,Mobile_App,Request,CARPENTRY*,Ceiling Tiles Missing / Broken*,Closed,Normal,2023-10-12,ETA3 M&E Team,bm,Proactive,NW,Within SLA,2023-10-12
VIJSEZTE-2306121,South,Tennessee,Nashville Green Hills,3rd Floor ODC-2 w/s-83 Table alinement loose,3rd Floor ODC-2 w/s-83 Table alinement loose,ODC2(F3),,Asset,2023-10-15,Mobile_App,Request,CARPENTRY*,Table/Chairs/Desk/ Needs Repairs*,Closed,Normal,2023-10-15,VIJ_SEZ-Soft Service Team,bm,Proactive,MEDHA TOWER,Within SLA,2023-10-16
CHNCAMTE-2314191,South,Florida,Miami Central,SMBWA,Found drinking water cans are stored Infront of Fire hydrant shaft door at tower-5 ground floor LW,T5,,Asset,2023-10-13,Web,Request,QHSE*,QHSE Soft service*,Closed,Normal,2023-10-14,HCL CHN - M&E Team,bm,Proactive,T5,Within SLA,2023-10-15
CHNOZOTE-2305546,South,Florida,Miami South,Reception need to week end deep cleaning,Reception need to week end deep cleaning,5F,,Asset,2023-10-15,Mobile_App,Request,Cleaning *,Special Clean*,Closed,High,2023-10-15,Ozone Soft Service Team,bm,Proactive,OZ,Within SLA,2023-10-16
BLRMTPTE-2303822,South,Texas,Dallas Uptown,Paint mark need to bee clean,Paint mark need to bee clean,Reception,,Asset,2023-10-09,Mobile_App,Request,Cleaning *,Special Clean*,Closed,High,2023-10-09,BLR_MTP - Soft Service Team,bm,Proactive,C4,Within SLA,2023-10-10
VIJSEZTE-2306106,South,Tennessee,Nashville Green Hills,3erdfloore doc -3w/s10 cable raseaway loose,3erdfloore doc -3w/s10 cable raseaway loose,F3,,Asset,2023-10-15,Mobile_App,Request,Electrical*,Outlet Covers*,Closed,Critical,2023-10-15,VIJ_SEZ-Electrical Team,bm,Proactive,MEDHA TOWER,Within SLA,2023-10-15
CHNCAMTE-2314193,South,Florida,Miami Central,check the washbasin - 5 water flow,check the washbasin - 5 water flow,GRR 2,,Asset,2023-10-13,Web,Request,Plumbing*,Water Taps Not Working*,Closed,Normal,2023-10-13,T7 - M&E Team,bm,Proactive,LW,Within SLA,2023-10-14
MDUELCTE-2306743,West,California,San Francisco Downtown,Air Condition*,Too Warm* AC is Not Working at Tower3 / Floor4(T3) / ODC 6 / W 12,ODC 6,,Asset,2023-10-11,Phone,Request,Air Condition*,Too Warm*,Closed,High,2023-10-13,MDU-HVAC Team,bm,Proactive,Tower3,Within SLA,2023-10-12
CHETA1TE-2304851,South,Florida,Miami Beach,All floor water can storage steel stand need to clean,All floor water can storage steel stand need to clean,F5,,Asset,2023-10-13,Mobile_App,Request,Cleaning *,Appliances*,Closed,High,2023-10-13,ETA1 Soft Service team,bm,Proactive,Block 1,Within SLA,2023-10-14
CHNCAMTE-2314198,South,Florida,Miami Central,Cleaning *,There are two empty carton boxes in my cabin. That needs to be cleared &  Table needs to be cleaned up.,ODC,,Asset,2023-10-13,Email,Request,Cleaning *,Chairs/Tables Not Cleaned*,Closed,Normal,2023-10-14,HCL CHN - Soft Service Team,bm,Proactive,LW,Within SLA,2023-10-14
CHNOZOTE-2305547,South,Florida,Miami South,Passage need to week end deep cleaning,Passage need to week end deep cleaning,5F,,Asset,2023-10-15,Mobile_App,Request,Cleaning *,Special Clean*,Closed,High,2023-10-15,Ozone Soft Service Team,bm,Proactive,OZ,Within SLA,2023-10-16
CHNOZOTE-2305552,South,Florida,Miami South,GRR need to week end deep cleaning,GRR need to week end deep cleaning,5F,,Asset,2023-10-15,Mobile_App,Request,Cleaning *,Special Clean*,Closed,High,2023-10-15,Ozone Soft Service Team,bm,Proactive,OZ,Within SLA,2023-10-16
BLRJIGTE-2305264,South,Texas,Austin South,QHSE,"Tublight is flickering at WTP2 near Sodiam Hypocloride Storage Area, need to rectify /WTP2,Pump Room",WTP-2,,Asset,2023-07-03,Web,Complaint,QHSE*,QHSE Technical Service*,Closed,Normal,2023-10-09,Jigini-Electrical Team,bm,Proactive,WTP-2,Within SLA,2023-10-09
BLRMTPTE-2303834,South,Texas,Dallas Uptown,Seat number 85 gum mark need to bee clean,Seat number 85 gum mark need to bee clean,WA,,Asset,2023-10-09,Mobile_App,Request,Cleaning *,Special Clean*,Closed,High,2023-10-09,BLR_MTP - Soft Service Team,bm,Proactive,WA,Within SLA,2023-10-10
CHNCAMTE-2313721,South,Florida,Miami Central,Wires are out,Wires are out of desk facing issues to sit,ODC,,Asset,2023-10-09,One_Campus,Request,Fixtures & Fittings *,Blinds Not Operating / Broken*,Closed,Normal,2023-10-09,HCL CHN - M&E Team,bm,Reactive,RW,Within SLA,2023-10-10
BLRJIGTE-2304393,South,Texas,Austin South,Painting *,Tower 1 5th Floor Lift Lobby Ôø? Painting touch up work to be done in the ceiling.,F-5 (T1),,Asset,2023-06-12,Email,Complaint,Painting *,Patch & Paint*,Closed,Normal,2023-10-09,Jigini-Electrical Team,bm,Proactive,T-1,Within SLA,2023-10-11
CHETA1TE-2304645,South,Florida,Miami Beach,3rd floor West side water dispenser floor water spillage need to clean,3rd floor West side water dispenser floor water spillage need to clean,F3,,Asset,2023-10-09,Mobile_App,Request,Cleaning *,After Hours Request*,Closed,High,2023-10-09,ETA1 Soft Service team,bm,Proactive,Block 1,Within SLA,2023-10-10
PUNAMBTE2306214,West,Arizona,Phoenix North,2nd floor East side Dutibale Filter Alaram,2nd floor East side Dutibale Filter Alaram,Work Station,,Asset,2023-10-09,Mobile_App,Request,Air Condition*,Indoor Air Quality*,Closed,High,2023-10-09,? HCL PUN_AMB FORT HVAC Team,bm,Proactive,Amber Fort,Within SLA,2023-10-10
CHNCAMTE-2313638,South,Florida,Miami Central,Inspection,Found some tube lights are not available at Tower-6 1F-LW Electrical Room,T6,,Asset,2023-10-07,Web,Request,QHSE*,QHSE Technical Service*,Closed,Normal,2023-10-09,HCL CHN - M&E Team,bm,Proactive,T6,Within SLA,2023-10-09
CBERTPTE-2301692,South,Florida,Orlando East,Need to clean the floor area,Need to clean the floor area,Electrical Room,,Asset,2023-10-09,Mobile_App,Request,Cleaning *,Floor/Carpet Cleaning*,Closed,Normal,2023-10-09,HCL CBE_RTP - Soft Service Team,bm,Proactive,BLK2,Within SLA,
CBERTPTE-2301685,South,Florida,Orlando East,Need to clean the floor area,Need to clean the floor area,Server Room,,Asset,2023-10-09,Mobile_App,Request,Cleaning *,Floor/Carpet Cleaning*,Closed,Normal,2023-10-09,HCL CBE_RTP - Soft Service Team,bm,Proactive,BLK2,Within SLA,
MDUELCTE-2306744,West,California,San Francisco Downtown,Ac temperature is hot,Need to increase cooling ....as temperature is very hot in odc,ODC 6,,Asset,2023-10-11,One_Campus,Request,Air Condition*,Too Warm*,Closed,High,2023-10-13,MDU-HVAC Team,bm,Reactive,Tower3,Within SLA,2023-10-12
PUNDQRTE2303615,South,Tennessee,Nashville Downtown,Ladies washroom hand drier is not working,Ladies washroom hand drier is not working,Ladies Washroom,,Asset,2023-10-12,Mobile_App,Request,Electrical*,Hand Drier Is Not Working*,Closed,Normal,2023-10-12,Quadra-Electrical Team,bm,Proactive,Qdra,Within SLA,2023-10-13
PUNMGPTE-2304067,West,Arizona,Phoenix Scottsdale,Spoons not available,Spoons not available,Cafeteria,,Asset,2023-10-09,Mobile_App,Request,Cleaning *,Cleaning Of Plates / Spoons*,Closed,Normal,2023-10-09,HCL PUN_MGP - Soft Service Team,bm,Proactive,WB,Within SLA,2023-10-10
CANDORTE-2303969,South,Illinois,Chicago Loop,Hand dryer power supply issue need to be check,Hand dryer power supply issue need to be check,LR,,Asset,2023-10-09,Mobile_App,Request,Others*,Internal Team Co-Ordination,Closed,Normal,2023-10-09,ElectroMechanical Team,bm,Proactive,T11,Within SLA,2023-10-10
CHNCAMTE-2313722,South,Florida,Miami Central,Plumbing*,EWC # 1 is not available and need to be fixed at  TOWER 3 / Ground Floor / Left Wing / GENTS RESTROOM 3,GRR 3,,Asset,2023-10-09,One_Campus,Complaint,Plumbing*,Water Taps Not Working*,Open,Normal,,HCL CHN - M&E Team,bm,Reactive,LW,SLA Elapsed,2023-10-10
CHNCAMTE-2314195,South,Florida,Miami Central,check the washbasin - 2 water flow,check the washbasin - 2 water flow,LRR 1,,Asset,2023-10-13,Web,Request,Plumbing*,Water Taps Not Working*,Closed,Normal,2023-10-13,T7 - M&E Team,bm,Proactive,RW,Within SLA,2023-10-14
CHNOZOTE-2305318,South,Florida,Miami South,Cafeteria need to arrangement all table and chair,Cafeteria need to arrangement all table and chair,5F,,Asset,2023-10-09,Mobile_App,Request,Cleaning *,Special Clean*,Closed,High,2023-10-09,Ozone Soft Service Team,bm,Proactive,OZ,Within SLA,2023-10-10
HCLCESTE-2304659,South,Texas,Austin Downtown,Chairs need to be clean,Chairs need to be clean,Cafeteria,,Asset,2023-10-13,Mobile_App,Request,Cleaning *,Chairs/Tables Not Cleaned*,Closed,Normal,2023-10-13,Cessna - Soft Service Team,bm,Proactive,B9,Within SLA,2023-10-14
CHNOZOTE-2305548,South,Florida,Miami South,Break out need to week end deep cleaning,Break out need to week end deep cleaning,5F,,Asset,2023-10-15,Mobile_App,Request,Cleaning *,Special Clean*,Closed,High,2023-10-15,Ozone Soft Service Team,bm,Proactive,OZ,Within SLA,2023-10-16
PUNAMBTE2306337,West,Arizona,Phoenix North,1st floor lift lobby light not working,1st floor lift lobby light not working,1F,,Asset,2023-10-13,Mobile_App,Request,Electrical*,Lights Not Working / Flickering*,Closed,Normal,2023-10-13,? HCL PUN_AMB FORT Electrical Team,bm,Proactive,Amber Fort,Within SLA,2023-10-14
MDUELCTE-2306678,West,California,San Francisco Downtown,Coffee machine not working in Tower-1 1st floor break out,Coffee machine not working in Tower-1 1st floor break out,F1(T1),,Asset,2023-10-09,Mobile_App,Request,PANTRY*,Vending Machine Not Cleaned / Not Working*,Closed,Normal,2023-10-10,MDU-Soft Service Team,bm,Proactive,Tower1,Within SLA,2023-10-10
CANDORTE-2303964,South,Illinois,Chicago Loop,Door floor touch need to be check,Door floor touch need to be check,BMS,,Asset,2023-10-09,Mobile_App,Request,Others*,Internal Team Co-Ordination,Closed,Normal,2023-10-09,ElectroMechanical Team,bm,Proactive,T11,Within SLA,2023-10-10
CHETA3TE-2308761,South,Florida,Miami Downtown,OSS break out Wash basin no:3 sensor not working,OSS break out Wash basin no:3 sensor not working,BLK3,,Asset,2023-10-09,Mobile_App,Request,Plumbing*,Water Taps Not Working*,Closed,Normal,2023-10-09,ETA3 Plumber Team,bm,Proactive,BLK3,Within SLA,2023-10-10
PUNAMBTE2306201,West,Arizona,Phoenix North,1st floor Gp01-01-01-w- 22 to cool,1st floor Gp01-01-01-w- 22 to cool,Work Station,,Asset,2023-10-09,Mobile_App,Request,Air Condition*,Too Cool*,Closed,High,2023-10-09,? HCL PUN_AMB FORT HVAC Team,bm,Proactive,Amber Fort,Within SLA,2023-10-10
HCLCESTE-2304491,South,Texas,Austin Downtown,Roll dispenser damage condition need to be check,Roll dispenser damage condition need to be check,LHS,,Asset,2023-10-09,Mobile_App,Request,Fixtures & Fittings *,Toilet Roll Dispenser*,Closed,Critical,2023-10-09,Cessna - Plumber Team,bm,Proactive,LHS,Within SLA,2023-10-09
PUNAMBTE2306338,West,Arizona,Phoenix North,3rd floor CAT -ODC Cubical GP01-03-03-W-15 light sensor not working,3rd floor CAT -ODC Cubical GP01-03-03-W-15 light sensor not working,CAT-ODC  Cubical,,Asset,2023-10-13,Mobile_App,Request,Electrical*,Lighting Sensors*,Closed,Critical,2023-10-13,? HCL PUN_AMB FORT Electrical Team,bm,Proactive,Amber Fort,Within SLA,2023-10-13
BLRKLTE-2304856,South,Texas,Austin West,Light not working,Light not working,Oran LAB,,Asset,2023-10-11,Mobile_App,Request,Electrical*,Lights Not Working / Flickering*,Closed,Normal,2023-10-12,BLR_KL Electrical Team,bm,Proactive,H1,Within SLA,2023-10-12
CHETA3TE-2308878,South,Florida,Miami Downtown,UGF 9 GRR URINAL no 2 water over drop,UGF 9 GRR URINAL no 2 water over drop,BLK2,,Asset,2023-10-11,Mobile_App,Request,Plumbing*,Blockages/Clogs*,Closed,High,2023-10-12,ETA3 Plumber Team,bm,Proactive,BLK2,Within SLA,2023-10-12
CBERTPTE-2301691,South,Florida,Orlando East,Need to clean the floor area,Need to clean the floor area,UPS Room,,Asset,2023-10-09,Mobile_App,Request,Cleaning *,Floor/Carpet Cleaning*,Closed,Normal,2023-10-09,HCL CBE_RTP - Soft Service Team,bm,Proactive,BLK2,Within SLA,
CHNCAMTE-2313740,South,Florida,Miami Central,Electrical*,Hand dryer not looking good and need to be replaced with new one. at  TOWER 3 / Third Floor / Left Wing / GENTS REST ROOM,GRR 1,,Asset,2023-10-09,Email,Request,Electrical*,Hand Drier Is Not Working*,Open,Normal,,HCL CHN - M&E Team,bm,Proactive,LW,SLA Elapsed,2023-10-10
PUNAMBTE2306208,West,Arizona,Phoenix North,4th Pythagoras room to warm,4th Pythagoras room to warm,Pythagorus Room,,Asset,2023-10-09,Mobile_App,Request,Air Condition*,Too Warm*,Closed,High,2023-10-09,? HCL PUN_AMB FORT HVAC Team,bm,Proactive,Amber Fort,Within SLA,2023-10-10
BLRJIGTE-2305263,South,Texas,Austin South,QHSE,"MSDS not displayed at WTP1 near Sodiam Hypocloride Storage Area /WTP1,Pump Room",WTP-1,,Asset,2023-07-03,Web,Complaint,QHSE*,QHSE Technical Service*,Closed,Normal,2023-10-09,Jigini-Electrical Team,bm,Proactive,WTP-1,Within SLA,2023-10-09
BLRMTPTE-2303824,South,Texas,Dallas Uptown,Paint mark need to bee clean,Paint mark need to bee clean,Handycapt room,,Asset,2023-10-09,Mobile_App,Request,Cleaning *,Special Clean*,Closed,High,2023-10-09,BLR_MTP - Soft Service Team,bm,Proactive,C4,Within SLA,2023-10-10
CHNCAMTE-2313762,South,Florida,Miami Central,Electrical*,Exhaust grill near wash basin need to be fixed. at  TOWER 3 / Fourth Floor / Right Wing / LADIES REST ROOM,LRR 2,,Asset,2023-10-09,Email,Request,Electrical*,Exhaust Fan Not Working*,Closed,Normal,2023-10-17,HCL CHN - M&E Team,bm,Proactive,RW,SLA Elapsed,2023-10-10
HYDHTCTE-2306215,West,Arizona,Phoenix Midtown,L4 B wing Gent's rest room wc 2 at health faucet from water leakage,L4 B wing Gent's rest room wc 2 at health faucet from water leakage,GENTS REST ROOM-2,,Asset,2023-10-09,Mobile_App,Request,Plumbing*,Leaks*,Closed,Critical,2023-10-09,? HITech- Plumber Team,bm,Proactive,H01B,Within SLA,2023-10-09
HYDHTCTE-2306218,West,Arizona,Phoenix Midtown,L5 B Side Ladies rest room wc 2 at flush button need to fix properly,L5 B Side Ladies rest room wc 2 at flush button need to fix properly,LADIES REST ROOM-2,,Asset,2023-10-09,Mobile_App,Request,Plumbing*,Leaks*,Closed,Critical,2023-10-09,? HITech- Plumber Team,bm,Proactive,H01B,Within SLA,2023-10-09
CHNOZOTE-2305556,South,Florida,Miami South,All Training room need to week end deep cleaning,All Training room need to week end deep cleaning,5F,,Asset,2023-10-15,Mobile_App,Request,Cleaning *,Special Clean*,Closed,High,2023-10-15,Ozone Soft Service Team,bm,Proactive,OZ,Within SLA,2023-10-16
MDUELCTE-2306667,West,California,San Francisco Downtown,Cretche area need to clean honey stains,Cretche area need to clean honey stains,Creche Area,,Asset,2023-10-09,Mobile_App,Request,Cleaning *,Floor/Carpet Cleaning*,Closed,Normal,2023-10-10,MDU-Soft Service Team,bm,Proactive,Creche Area,Within SLA,2023-10-10
HCLCESTE-2304492,South,Texas,Austin Downtown,HRR wc seat cover remove condition need to be fix,HRR wc seat cover remove condition need to be fix,LHS,,Asset,2023-10-09,Mobile_App,Request,Plumbing*,Sewage*,Closed,High,2023-10-10,Cessna - Plumber Team,bm,Proactive,LHS,Within SLA,2023-10-10
PUNAMBTE2306207,West,Arizona,Phoenix North,3rd floor library to warm,3rd floor library to warm,Library,,Asset,2023-10-09,Mobile_App,Request,Air Condition*,Too Warm*,Closed,High,2023-10-09,? HCL PUN_AMB FORT HVAC Team,bm,Proactive,Amber Fort,Within SLA,2023-10-10
BLRMTPTE-2303825,South,Texas,Dallas Uptown,Seat number 13 paint mark need to bee clean,Seat number 13 paint mark need to bee clean,ODC1,,Asset,2023-10-09,Mobile_App,Request,Cleaning *,Special Clean*,Closed,High,2023-10-09,BLR_MTP - Soft Service Team,bm,Proactive,WA,Within SLA,2023-10-10
HYDHTCTE-2306496,West,Arizona,Phoenix Midtown,L4 ODC 401B w/s 23 Chair handle broken please check and Replace,L4 ODC 401B w/s 23 Chair handle broken please check and Replace,F#4 ODC-1B,,Asset,2023-10-13,Mobile_App,Request,CARPENTRY*,Table/Chairs/Desk/ Needs Repairs*,Closed,Normal,2023-10-14,HITech-Electrical Team,bm,Proactive,H01B,Within SLA,2023-10-14
CHNOZOTE-2305557,South,Florida,Miami South,Ladies Nap room need to week end deep cleaning,Ladies Nap room need to week end deep cleaning,5F,,Asset,2023-10-15,Mobile_App,Request,Cleaning *,Special Clean*,Closed,High,2023-10-15,Ozone Soft Service Team,bm,Proactive,OZ,Within SLA,2023-10-16
CHNOZOTE-2305549,South,Florida,Miami South,Cafeteria need to week end deep cleaning,Cafeteria need to week end deep cleaning,5F,,Asset,2023-10-15,Mobile_App,Request,Cleaning *,Special Clean*,Closed,High,2023-10-15,Ozone Soft Service Team,bm,Proactive,OZ,Within SLA,2023-10-16
CHETA1TE-2304986,South,Florida,Miami Beach,Need to replace 8 model top cover at ODC 502-A meeting room.,Need to replace 8 model top cover at ODC 502-A meeting room.,ODC 502-A,,Asset,2023-10-18,Mobile_App,Request,Electrical*,Outlet Covers*,Closed,Critical,2023-10-18,ETA1 Electrical Team,bm,Proactive,F5 LW,Within SLA,2023-10-18
VIJSEZTE-2306112,South,Tennessee,Nashville Green Hills,3rd floor odc-3 w/s-44 Table alinement loose,3rd floor odc-3 w/s-44 Table alinement loose,MEDHA TOWER,,Asset,2023-10-15,Mobile_App,Request,CARPENTRY*,Table/Chairs/Desk/ Needs Repairs*,Closed,Normal,2023-10-15,VIJ_SEZ-Electrical Team,bm,Proactive,MEDHA TOWER,Within SLA,2023-10-16
HYDHTCTE-2306499,West,Arizona,Phoenix Midtown,"L3 odc 301 ,w/s 57 chair wheel damaged need to check & replace","L3 odc 301 ,w/s 57 chair wheel damaged need to check & replace",WSA,,Asset,2023-10-13,Mobile_App,Request,CARPENTRY*,Table/Chairs/Desk/ Needs Repairs*,Closed,Normal,2023-10-14,HITech-Electrical Team,bm,Proactive,H01B,Within SLA,2023-10-14
CHNCAMTE-2313717,South,Florida,Miami Central,SMBWA,Found electrical panel not closed properly at tower-1 terrace HRW-2,T1,,Asset,2023-10-09,Web,Request,QHSE*,QHSE Technical Service*,Open,Normal,,HCL CHN - M&E Team,bm,Proactive,T1,SLA Elapsed,2023-10-11
MDUELCTE-2306673,West,California,San Francisco Downtown,Tower-3 4th floor LRR right side 1st tap issue.need to be fix.,Tower-3 4th floor LRR right side 1st tap issue.need to be fix.,F4(T3),,Asset,2023-10-09,Mobile_App,Request,Others*,Internal Team Co-Ordination,Closed,Normal,2023-10-10,MDU-Soft Service Team,bm,Proactive,Tower3,Within SLA,2023-10-10
CHNCAMTE-2313724,South,Florida,Miami Central,Plumbing*,Wash basin # 1 Sensor not working.  at  TOWER 3 / Ground Floor / Left Wing / GENTS REST ROOM,GRR1,,Asset,2023-10-09,Email,Request,Plumbing*,Water Taps Not Working*,Open,Normal,,HCL CHN - M&E Team,bm,Proactive,LW,SLA Elapsed,2023-10-10
PUNQBXTE2302952,South,Tennessee,Nashville West End,Need to be clean,Need to be clean,Washroom Gents,,Asset,2023-10-09,Mobile_App,Request,Cleaning *,Mirrors Not Cleaned*,Closed,Normal,2023-10-09,Qubix-Soft Sevice Team,bm,Proactive,QS IT-05,Within SLA,2023-10-10
CBERTPTE-2301688,South,Florida,Orlando East,Need to clean the floor area,Need to clean the floor area,Meeting Room,,Asset,2023-10-09,Mobile_App,Request,Cleaning *,Floor/Carpet Cleaning*,Closed,Normal,2023-10-09,HCL CBE_RTP - Soft Service Team,bm,Proactive,BLK2,Within SLA,
BLRJIGTE-2309288,South,Texas,Austin South,Air Condition*,"Feeling too warm, Kindly increase the AC at  Tower-4 / Floor-8 (T4) / Wing-C (T4) / ODC 6/W2",ODC 6,,Asset,2023-10-09,Email,Complaint,Air Condition*,Too Warm*,Closed,High,2023-10-09,Jigini-HVAC Team,bm,Proactive,W-C (T4),Within SLA,2023-10-10
CHNOZOTE-2305320,South,Florida,Miami South,Locker needed,Need a new locker on provided seat number,ODC,,Asset,2023-10-09,One_Campus,Request,Lock and key *,New Door Keys*,Closed,High,2023-10-09,Ozone Soft Service Team,bm,Reactive,5F (LW),Within SLA,2023-10-10
BLRJIGTE-2307949,South,Texas,Austin South,B1 Entry/Exit Barrier Gates not working,4 out of 5 Entry/Exit Barrier Gates are not working. Please fix them ASAP as its creating a lot of inconvenience.,Parking Area,,Asset,2023-09-07,One_Campus,Request,Doors & Barriers-Cmn*,Security Doors*,Closed,Normal,2023-10-09,Jigini-Carpenter Team,bm,Reactive,T-4,Within SLA,2023-10-09
